Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:acute_myeloid_leukemia	Target:icdm	Drug:ag-221
Disease:acute_myeloid_leukemia	Target:oxalosuccinate_decarboxylase	Drug:ag-221
Disease:autoimmune_disease	Target:cd27_ligand	Drug:sgn-70
Disease:autoimmune_disease	Target:cd70_antigen	Drug:sgn-70
Disease:autoimmune_disease	Target:tumor_necrosis_factor_ligand_superfamily_member_7	Drug:sgn-70
Disease:autoimmune_disease	Target:cd27-l	Drug:sgn-70
Disease:autoimmune_disease	Target:cd70	Drug:sgn-70
Disease:autoimmune_disease	Target:toll-like_receptor_9	Drug:imo-3100
Disease:autoimmune_disease	Target:tlr-9	Drug:imo-3100
Disease:autoimmune_disease	Target:cd49d	Drug:elnd-004
Disease:autoimmune_disease	Target:nuclear_factor_nf-kappa-b	Drug:triptolide
Disease:autoimmune_disease	Target:s1p_receptor_edg-1	Drug:r3477
Disease:autoimmune_disease	Target:sphingosine_1-phosphate_receptor_1	Drug:r3477
Disease:autoimmune_disease	Target:endothelial_differentiation_g-protein_coupled_receptor_1	Drug:r3477
Disease:autoimmune_disease	Target:s1p_receptor_1	Drug:r3477
Disease:autoimmune_disease	Target:s1p1	Drug:r3477
Disease:autoimmune_disease	Target:sphingosine_1-phosphate_receptor_edg-1	Drug:r3477
Disease:autoimmune_disease	Target:ir	Drug:dm-199
Disease:autoimmune_disease	Target:histone_deacetylase_6	Drug:acy-1215
Disease:autoimmune_disease	Target:hdac6	Drug:acy-1215
Disease:autoimmune_disease	Target:hd6	Drug:acy-1215
Disease:autoimmune_disease	Target:spl_1	Drug:lx2931
Disease:autoimmune_disease	Target:sphingosine_1_phosphate_lyase_1	Drug:lx2931
Disease:autoimmune_disease	Target:sgpl1	Drug:lx2931
Disease:autoimmune_disease	Target:sp-lyase_1	Drug:lx2931
Disease:autoimmune_disease	Target:sphingosine-1-phosphate_aldolase	Drug:lx2931
Disease:autoimmune_disease	Target:hspl	Drug:lx2931
Disease:autoimmune_disease	Target:s1pl	Drug:lx2931
Disease:autoimmune_disease	Target:pnp	Drug:ulodesine
Disease:autoimmune_disease	Target:purine_nucleoside_phosphorylase	Drug:ulodesine
Disease:autoimmune_disease	Target:inosine_phosphorylase	Drug:ulodesine
Disease:autoimmune_disease	Target:nkg2a/bactivating_nk_receptor	Drug:nn8765
Disease:autoimmune_disease	Target:cd159a	Drug:nn8765
Disease:autoimmune_disease	Target:cd159_antigenlike_family_member_a	Drug:nn8765
Disease:autoimmune_disease	Target:nkg2a	Drug:nn8765
Disease:autoimmune_disease	Target:klrc1	Drug:nn8765
Disease:autoimmune_disease	Target:nk_cell_receptor_a	Drug:nn8765
Disease:autoimmune_disease	Target:nkg2a/nkg2b_type_ii_integral_membrane_protein	Drug:nn8765
Disease:autoimmune_disease	Target:tetraspanin26	Drug:tru-016
Disease:autoimmune_disease	Target:tspan26	Drug:tru-016
Disease:autoimmune_disease	Target:leukocyte_antigen_cd37	Drug:tru-016
Disease:autoimmune_disease	Target:cd37	Drug:tru-016
Disease:cardiac_failure	Target:phosphodiesterase_(pde)	Drug:hn-10200
Disease:hyperlipidemia	Target:farnesyl-diphosphate_farnesyltransferase	Drug:bms-187745
Disease:hyperlipidemia	Target:squalene_synthase	Drug:bms-187745
Disease:hyperlipidemia	Target:fpp:fpp_farnesyltransferase	Drug:bms-187745
Disease:hyperlipidemia	Target:squalene_synthetase	Drug:bms-187745
Disease:hyperlipidemia	Target:s	Drug:bms-187745
Disease:hyperlipidemia	Target:sq	Drug:bms-187745
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta	Drug:mb-07811
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta-1	Drug:mb-07811
Disease:hyperlipidemia	Target:c-erba-beta	Drug:mb-07811
Disease:hyperlipidemia	Target:nuclear_receptor_subfamily_1_group_a_member_2	Drug:mb-07811
Disease:hyperlipidemia	Target:c-erba-2	Drug:mb-07811
Disease:hyperlipidemia	Target:peroxisome_proliferator_activated_receptor_beta/delta	Drug:mbx-8025
Disease:hyperlipidemia	Target:nuclear_hormone_receptor_1	Drug:mbx-8025
Disease:hyperlipidemia	Target:peroxisome_proliferator_activated_receptor_delta	Drug:mbx-8025
Disease:hyperlipidemia	Target:ppar-delta	Drug:mbx-8025
Disease:hyperlipidemia	Target:nuc1	Drug:mbx-8025
Disease:hyperlipidemia	Target:nuci	Drug:mbx-8025
Disease:hyperlipidemia	Target:ppardelta	Drug:mbx-8025
Disease:hyperlipidemia	Target:peroxisome_proliferator-activated_receptor_beta	Drug:mbx-8025
Disease:hyperlipidemia	Target:ppar-beta	Drug:mbx-8025
Disease:hyperlipidemia	Target:mttp	Drug:slx-4090
Disease:hyperlipidemia	Target:microsomal_triglyceride_transfer_protein,_large_subunit	Drug:slx-4090
Disease:hyperlipidemia	Target:microsomal_triglyceride_transfer_protein_large_subunit	Drug:slx-4090
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta	Drug:mb-07344
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta-1	Drug:mb-07344
Disease:hyperlipidemia	Target:c-erba-beta	Drug:mb-07344
Disease:hyperlipidemia	Target:nuclear_receptor_subfamily_1_group_a_member_2	Drug:mb-07344
Disease:hyperlipidemia	Target:c-erba-2	Drug:mb-07344
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta	Drug:mgl-3196
Disease:hyperlipidemia	Target:thyroid_hormone_receptor_beta-1	Drug:mgl-3196
Disease:hyperlipidemia	Target:c-erba-beta	Drug:mgl-3196
Disease:hyperlipidemia	Target:nuclear_receptor_subfamily_1_group_a_member_2	Drug:mgl-3196
Disease:hyperlipidemia	Target:c-erba-2	Drug:mgl-3196
Disease:hyperlipidemia	Target:isbt	Drug:s-8921
Disease:hyperlipidemia	Target:asbt	Drug:s-8921
Disease:hyperlipidemia	Target:ibat	Drug:s-8921
Disease:hyperlipidemia	Target:ileal_bile_acid_transfer	Drug:s-8921
Disease:hyperlipidemia	Target:ileal_sodiumdependent_bile_acid_transporter	Drug:s-8921
Disease:hyperlipidemia	Target:na(+)dependent_ileal_bile_acid_transporter	Drug:s-8921
Disease:hyperlipidemia	Target:ileal_na(+)/bile_acid_cotransporter	Drug:s-8921
Disease:hyperlipidemia	Target:solute_carrier_family_10_member_2	Drug:s-8921
Disease:hyperlipidemia	Target:sodium/taurocholate_cotransporting_polypeptide,_ileal	Drug:s-8921
Disease:hyperlipidemia	Target:apical_sodiumdependent_bile_acid_transporter	Drug:s-8921
Disease:hyperlipidemia	Target:ileal_sodium/bile_acid_cotransporter	Drug:s-8921
Disease:hyperlipidemia	Target:mrna_of_angptl3	Drug:isis-angptl3
Disease:hyperlipidemia	Target:angiopoietinlike_protein_3_(mrna)	Drug:isis-angptl3
Disease:hyperlipidemia	Target:ang5_(mrna)	Drug:isis-angptl3
Disease:hyperlipidemia	Target:angiopoietinrelated_protein_3_(mrna)	Drug:isis-angptl3
Disease:hyperlipidemia	Target:angiopoietin5_(mrna)	Drug:isis-angptl3
Disease:hyperlipidemia	Target:peroxisome_proliferator_activated_receptor_beta/delta	Drug:sodelglitazar
Disease:hyperlipidemia	Target:nuclear_hormone_receptor_1	Drug:sodelglitazar
Disease:hyperlipidemia	Target:peroxisome_proliferator_activated_receptor_delta	Drug:sodelglitazar
Disease:hyperlipidemia	Target:ppar-delta	Drug:sodelglitazar
Disease:hyperlipidemia	Target:nuc1	Drug:sodelglitazar
Disease:hyperlipidemia	Target:nuci	Drug:sodelglitazar
Disease:hyperlipidemia	Target:ppardelta	Drug:sodelglitazar
Disease:hyperlipidemia	Target:peroxisome_proliferator-activated_receptor_beta	Drug:sodelglitazar
Disease:hyperlipidemia	Target:ppar-beta	Drug:sodelglitazar
Disease:metastatic_colorectal_cancer	Target:proto-oncogene_tyrosine-protein_kinase_receptor_ret	Drug:regorafenib
Disease:metastatic_colorectal_cancer	Target:vascular_endothelial_statin	Drug:anti-egfl7
Disease:metastatic_colorectal_cancer	Target:zneu1	Drug:anti-egfl7
Disease:late-stage_b-cell_lymphoma	Target:alk	Drug:asp3026
Disease:chronic_kidney_disease	Target:galectin	Drug:gcs-100
Disease:duchenne_muscular_dystrophy	Target:dmd_(mrna)	Drug:gsk2402968
Disease:duchenne_muscular_dystrophy	Target:dystrophin_(mrna)	Drug:gsk2402968
Disease:duchenne_muscular_dystrophy	Target:mrna_of_dystrophin	Drug:gsk2402968
Disease:influenza_a_virus_infection	Target:viral_protein	Drug:vx-787
Disease:melanoma	Target:b-raf	Drug:plx8394
Disease:melanoma	Target:braf(v599e)	Drug:plx8394
Disease:melanoma	Target:b-raf_proto-oncogene_serine/threonine-protein_kinase	Drug:plx8394
Disease:melanoma	Target:b-raf_protein	Drug:plx8394
Disease:melanoma	Target:braf_serine/threonine_kinase	Drug:plx8394
Disease:melanoma	Target:p94	Drug:plx8394
Disease:melanoma	Target:braf	Drug:plx8394
Disease:melanoma	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1	Drug:plx8394
Disease:melanoma	Target:ugl-y1	Drug:as1409
Disease:melanoma	Target:cold-insoluble_globulin	Drug:as1409
Disease:melanoma	Target:fn	Drug:as1409
Disease:melanoma	Target:ugl-y2	Drug:as1409
Disease:melanoma	Target:fibronectin	Drug:as1409
Disease:melanoma	Target:ugl-y3	Drug:as1409
Disease:melanoma	Target:fn1	Drug:as1409
Disease:melanoma	Target:cig	Drug:as1409
Disease:melanoma	Target:ctla-4	Drug:cp-675206
Disease:melanoma	Target:cytotoxic_t-lymphocyte_protein_4	Drug:cp-675206
Disease:melanoma	Target:cytotoxic_t-lymphocyte-associated_antigen_4	Drug:cp-675206
Disease:melanoma	Target:cd152	Drug:cp-675206
Disease:melanoma	Target:b-raf	Drug:dabrafenib
Disease:melanoma	Target:braf(v599e)	Drug:dabrafenib
Disease:melanoma	Target:b-raf_proto-oncogene_serine/threonine-protein_kinase	Drug:dabrafenib
Disease:melanoma	Target:b-raf_protein	Drug:dabrafenib
Disease:melanoma	Target:braf_serine/threonine_kinase	Drug:dabrafenib
Disease:melanoma	Target:p94	Drug:dabrafenib
Disease:melanoma	Target:braf	Drug:dabrafenib
Disease:melanoma	Target:v-raf_murine_sarcoma_viral_oncogene_homolog_b1	Drug:dabrafenib
Disease:melanoma	Target:erk_activator_kinase_2	Drug:trametinib
Disease:melanoma	Target:map_kinase_kinase_2	Drug:trametinib
Disease:melanoma	Target:mapk/erk_kinase_2	Drug:trametinib
Disease:melanoma	Target:dual_specificity_mitogenactivated_protein_kinase_kinase_2	Drug:trametinib
Disease:melanoma	Target:mapkk_2	Drug:trametinib
Disease:melanoma	Target:mek2	Drug:trametinib
Disease:melanoma	Target:mek_2	Drug:trametinib
Disease:melanoma	Target:tumor_endothelial_marker_1	Drug:morab-004
Disease:melanoma	Target:endosialin	Drug:morab-004
Disease:melanoma	Target:cd248	Drug:morab-004
Disease:melanoma	Target:cd3	Drug:imcgp100
Disease:melanoma	Target:t-cell_receptor_t3_gamma_chain	Drug:imcgp100
Disease:melanoma	Target:cd3g	Drug:imcgp100
Disease:melanoma	Target:t-cell_surface_glycoprotein_cd3_gamma_chain	Drug:imcgp100
Disease:melanoma	Target:regulatory_protein	Drug:teplizumab
Disease:hiv_infection	Target:hiv-mag_dna	Drug:pbsvax
Disease:hiv_infection	Target:cytochrome_p450_3a	Drug:cobicistat
Disease:hiv_infection	Target:enzyme	Drug:glutathione
Disease:myeloproliferative_disorder	Target:jak1	Drug:azd1480
Disease:myeloproliferative_disorder	Target:janus_kinase_1	Drug:azd1480
Disease:myeloproliferative_disorder	Target:tyrosine-protein_kinase_jak1	Drug:azd1480
Disease:peripheral_vascular_disease	Target:mrna_of_integrin_beta_3	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:itgb3_(mrna)	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:cd61_(mrna)	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:integrin_beta3_(mrna)	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:platelet_membrane_glycoprotein_iiia_(mrna)	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:gpiiia_(mrna)	Drug:xemilofiban
Disease:peripheral_vascular_disease	Target:dna	Drug:ew-a-401
Disease:coronary_artery_disease	Target:apoc3	Drug:isis-apociiirx
Disease:coronary_artery_disease	Target:apolipoprotein_c3	Drug:isis-apociiirx
Disease:coronary_artery_disease	Target:apolipoprotein_ciii	Drug:isis-apociiirx
Disease:coronary_artery_disease	Target:apociii	Drug:isis-apociiirx
Disease:coronary_artery_disease	Target:ptc	Drug:rb-006
Disease:coronary_artery_disease	Target:coagulation_factor_ix	Drug:rb-006
Disease:coronary_artery_disease	Target:factor_ix	Drug:rb-006
Disease:coronary_artery_disease	Target:christmas_factor	Drug:rb-006
Disease:coronary_artery_disease	Target:plasma_thromboplastin_component	Drug:rb-006
Disease:coronary_artery_disease	Target:erk5	Drug:sb681323
Disease:coronary_artery_disease	Target:mitogen-activated_protein_kinase_12	Drug:sb681323
Disease:coronary_artery_disease	Target:sapk3	Drug:sb681323
Disease:coronary_artery_disease	Target:map_kinase_p38	Drug:sb681323
Disease:coronary_artery_disease	Target:erk-6	Drug:sb681323
Disease:coronary_artery_disease	Target:mapk12	Drug:sb681323
Disease:coronary_artery_disease	Target:mitogen-activated_protein_kinase_p38_gamma	Drug:sb681323
Disease:coronary_artery_disease	Target:extracellular_signal-regulated_kinase_6	Drug:sb681323
Disease:coronary_artery_disease	Target:map_kinase_p38_gamma	Drug:sb681323
Disease:coronary_artery_disease	Target:stress-activated_protein_kinase_3	Drug:sb681323
Disease:coronary_artery_disease	Target:erk6	Drug:sb681323
Disease:coronary_artery_disease	Target:lpa_(mrna)	Drug:isis-apo(a)
Disease:coronary_artery_disease	Target:mrna_of_apolipoprotein_a	Drug:isis-apo(a)
Disease:coronary_artery_disease	Target:lp(a)_(mrna)	Drug:isis-apo(a)
Disease:coronary_artery_disease	Target:apo(a)_(mrna)	Drug:isis-apo(a)
Disease:coronary_artery_disease	Target:apolipoprotein(a)_(mrna)	Drug:isis-apo(a)
Disease:threatened_pre-term_labour	Target:oxytocin	Drug:retosiban
Disease:aplastic_anemia	Target:colony_stimulating_factor_ligand	Drug:interleukin-3
Disease:multiple_sclerosi	Target:il7	Drug:gsk2618960
Disease:multiple_sclerosi	Target:interleukin7	Drug:gsk2618960
Disease:multiple_sclerosi	Target:recombinant_human_interleukin-7	Drug:gsk2618960
Disease:multiple_sclerosi	Target:integrin_alpha-2/beta-1	Drug:vatelizumab
Disease:multiple_sclerosi	Target:hormone	Drug:azd4901
Disease:multiple_sclerosi	Target:itga4_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:mrna_of_integrin_alpha-4	Drug:tr-14035
Disease:multiple_sclerosi	Target:cd49_antigenlike_family_member_d_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:cd49d_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:integrin_alpha4_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:integrin_alphaiv_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:vla4_subunit_alpha_(mrna)	Drug:tr-14035
Disease:multiple_sclerosi	Target:mrna_of_vla-4	Drug:atl1102
Disease:multiple_sclerosi	Target:mbp	Drug:bht-3009
Disease:multiple_sclerosi	Target:myelin_membrane_encephalitogenic_protein	Drug:bht-3009
Disease:multiple_sclerosi	Target:myelin_a1_protein	Drug:bht-3009
Disease:multiple_sclerosi	Target:myelin_basic_protein	Drug:bht-3009
Disease:multiple_sclerosi	Target:sphingosine_1-phosphate_receptor_edg-8	Drug:asp-4058
Disease:multiple_sclerosi	Target:s1p_receptor_5	Drug:asp-4058
Disease:multiple_sclerosi	Target:sphingosine_1-phosphate_receptor_5	Drug:asp-4058
Disease:multiple_sclerosi	Target:s1pr5	Drug:asp-4058
Disease:multiple_sclerosi	Target:s1p_receptor_edg-8	Drug:asp-4058
Disease:multiple_sclerosi	Target:endothelial_differentiation_g-protein-coupled_receptor_8	Drug:asp-4058
Disease:multiple_sclerosi	Target:s1p5	Drug:asp-4058
Disease:multiple_sclerosi	Target:integrin_alpha_4_beta_1	Drug:antegren
Disease:multiple_sclerosi	Target:very_late_antigen_4	Drug:antegren
Disease:multiple_sclerosi	Target:integrin_alpha-4	Drug:antegren
Disease:multiple_sclerosi	Target:cd49d	Drug:antegren
Disease:multiple_sclerosi	Target:integrin_alpha-iv	Drug:antegren
Disease:multiple_sclerosi	Target:vla-4	Drug:antegren
Disease:multiple_sclerosi	Target:monocyte_chemoattractant_protein_1_receptor	Drug:mln1202
Disease:multiple_sclerosi	Target:c-c_ckr-2	Drug:mln1202
Disease:multiple_sclerosi	Target:c-c_chemokine_receptor_type_2	Drug:mln1202
Disease:multiple_sclerosi	Target:chemokine_receptor_ccr2b	Drug:mln1202
Disease:multiple_sclerosi	Target:ccr2	Drug:mln1202
Disease:multiple_sclerosi	Target:mcp-1-r	Drug:mln1202
Disease:multiple_sclerosi	Target:ccr-2	Drug:mln1202
Disease:multiple_sclerosi	Target:cc-ckr-2	Drug:mln1202
Disease:multiple_sclerosi	Target:monocyte_chemoattractant_protein_1_receptor	Drug:ccx915
Disease:multiple_sclerosi	Target:c-c_ckr-2	Drug:ccx915
Disease:multiple_sclerosi	Target:c-c_chemokine_receptor_type_2	Drug:ccx915
Disease:multiple_sclerosi	Target:chemokine_receptor_ccr2b	Drug:ccx915
Disease:multiple_sclerosi	Target:ccr2	Drug:ccx915
Disease:multiple_sclerosi	Target:mcp-1-r	Drug:ccx915
Disease:multiple_sclerosi	Target:ccr-2	Drug:ccx915
Disease:multiple_sclerosi	Target:cc-ckr-2	Drug:ccx915
Disease:multiple_sclerosi	Target:mpo	Drug:azd5904
Disease:multiple_sclerosi	Target:myeloperoxidase	Drug:azd5904
Disease:multiple_sclerosi	Target:integrin_alpha_4_beta_1	Drug:cdp323
Disease:multiple_sclerosi	Target:very_late_antigen_4	Drug:cdp323
Disease:multiple_sclerosi	Target:integrin_alpha-4	Drug:cdp323
Disease:multiple_sclerosi	Target:cd49d	Drug:cdp323
Disease:multiple_sclerosi	Target:integrin_alpha-iv	Drug:cdp323
Disease:multiple_sclerosi	Target:vla-4	Drug:cdp323
Disease:multiple_sclerosi	Target:leucine-rich_repeat_neuronal_protein_1	Drug:biib-033
Disease:multiple_sclerosi	Target:leucinerich_repeat_and_immunoglobulinlike_domaincontaining_nogo_receptorinteracting_protein_1	Drug:biib-033
Disease:multiple_sclerosi	Target:leucinerich_repeat_neuronal_protein_6a	Drug:biib-033
Disease:multiple_sclerosi	Target:leucinerich_repeat_and_immunoglobulin_domaincontaining_protein_1	Drug:biib-033
Disease:multiple_sclerosi	Target:integrin_alpha_4_beta_1	Drug:atl/tv1102
Disease:multiple_sclerosi	Target:very_late_antigen_4	Drug:atl/tv1102
Disease:multiple_sclerosi	Target:integrin_alpha-4	Drug:atl/tv1102
Disease:multiple_sclerosi	Target:cd49d	Drug:atl/tv1102
Disease:multiple_sclerosi	Target:integrin_alpha-iv	Drug:atl/tv1102
Disease:multiple_sclerosi	Target:vla-4	Drug:atl/tv1102
Disease:acne_vulgari	Target:retinoic_acid_receptor_gamma	Drug:trifarotene
Disease:acne_vulgari	Target:nuclear_receptor_subfamily_1_group_b_member_3	Drug:trifarotene
Disease:acne_vulgari	Target:rar-gamma	Drug:trifarotene
Disease:acne_vulgari	Target:rarg	Drug:trifarotene
Disease:acne_vulgari	Target:s5ar	Drug:mk-386
Disease:acne_vulgari	Target:5-alpha_reductase_1	Drug:mk-386
Disease:acne_vulgari	Target:steroid_5-alpha-reductase_1	Drug:mk-386
Disease:acne_vulgari	Target:sr_type_1	Drug:mk-386
Disease:acne_vulgari	Target:3-oxo-5-alpha-steroid_4-dehydrogenase_1	Drug:mk-386
Disease:acne_vulgari	Target:tuf	Drug:nai-acne
Disease:acne_vulgari	Target:bacterial_elongation_factor_tu	Drug:nai-acne
Disease:acne_vulgari	Target:eftu	Drug:nai-acne
Disease:acne_vulgari	Target:elongation_factor_tu	Drug:nai-acne
Disease:acne_vulgari	Target:zinc-finger_proteins_(zfp)	Drug:pcl-016
Disease:malignant_adrenal_gland_cancer	Target:mrna_of_human_acyl_coa_cholesterol_acyl-transferase-2	Drug:atr-101
Disease:malignant_adrenal_gland_cancer	Target:acyl-coenzyme_a:cholesterol_acyltransferase_2_(mrna)	Drug:atr-101
Disease:malignant_adrenal_gland_cancer	Target:soat2_(mrna)	Drug:atr-101
Disease:malignant_adrenal_gland_cancer	Target:cholesterol_acyltransferase_2_(mrna)	Drug:atr-101
Disease:malignant_adrenal_gland_cancer	Target:sterol_o-acyltransferase_2_(mrna)	Drug:atr-101
Disease:malignant_adrenal_gland_cancer	Target:acat-2_(mrna)	Drug:atr-101
Disease:atherosclerosi	Target:hmg-coa_reductase	Drug:mk-0524b
Disease:atherosclerosi	Target:hmg_coa_reductase	Drug:mk-0524b
Disease:atherosclerosi	Target:3-hydroxy-3-methylglutaryl-coenzyme_a_reductase	Drug:mk-0524b
Disease:atherosclerosi	Target:bet1	Drug:rvx-208
Disease:atherosclerosi	Target:bet_protein	Drug:rvx-208
Disease:atherosclerosi	Target:golgi_vesicular_membranetrafficking_protein_p18	Drug:rvx-208
Disease:atherosclerosi	Target:bet1_homolog	Drug:rvx-208
Disease:atherosclerosi	Target:hbet1	Drug:rvx-208
Disease:atherosclerosi	Target:oxysterols_receptor_lxr	Drug:bms-852927
Disease:atherosclerosi	Target:liver_x_receptor	Drug:bms-852927
Disease:atherosclerosi	Target:nuclear_orphan_receptor_lxr	Drug:bms-852927
Disease:atherosclerosi	Target:inhibiting_vascular_cell_adhesion_molecule_expression	Drug:ac3056
Disease:atherosclerosi	Target:cetp	Drug:pf-3185043
Disease:atherosclerosi	Target:cholesterol_ester_transfer_protein	Drug:pf-3185043
Disease:atherosclerosi	Target:cholesteryl_ester_transfer_protein	Drug:pf-3185043
Disease:atherosclerosi	Target:lipid_transfer_protein_i	Drug:pf-3185043
Disease:atherosclerosi	Target:mrna_of_apolipoprotein_c3	Drug:isis-apociii
Disease:atherosclerosi	Target:mrna_of_apo-ciii	Drug:isis-apociii
Disease:atherosclerosi	Target:mrna_of_apoc-iii	Drug:isis-apociii
Disease:atherosclerosi	Target:oxysterols_receptor_lxr	Drug:bms-779788
Disease:atherosclerosi	Target:liver_x_receptor	Drug:bms-779788
Disease:atherosclerosi	Target:nuclear_orphan_receptor_lxr	Drug:bms-779788
Disease:atherosclerosi	Target:kinase	Drug:bms-582949
Disease:atherosclerosi	Target:hmg-coa_reductase	Drug:pf-3052334
Disease:atherosclerosi	Target:hmg_coa_reductase	Drug:pf-3052334
Disease:atherosclerosi	Target:3-hydroxy-3-methylglutaryl-coenzyme_a_reductase	Drug:pf-3052334
Disease:atherosclerosi	Target:2-acetyl-1-alkylglycerophosphocholine_esterase	Drug:gsk568859
Disease:atherosclerosi	Target:ldl-associated_phospholipase_a2	Drug:gsk568859
Disease:atherosclerosi	Target:1-alkyl-2-acetylglycerophosphocholine_esterase	Drug:gsk568859
Disease:atherosclerosi	Target:lipoprotein-associated_phospholipase_a2	Drug:gsk568859
Disease:atherosclerosi	Target:paf_2-acylhydrolase	Drug:gsk568859
Disease:atherosclerosi	Target:ldl-pla(2)	Drug:gsk568859
Disease:atherosclerosi	Target:platelet-activating_factor_acetylhydrolase	Drug:gsk568859
Disease:atherosclerosi	Target:paf_acetylhydrolase	Drug:gsk568859
Disease:atherosclerosi	Target:apolipoprotein_a1	Drug:mdco-216
Disease:atherosclerosi	Target:apoa1	Drug:mdco-216
Disease:atherosclerosi	Target:apoai	Drug:mdco-216
Disease:atherosclerosi	Target:apolipoprotein_a-i	Drug:mdco-216
Disease:atherosclerosi	Target:truncated_apolipoprotein_ai	Drug:mdco-216
Disease:cardiovascular_disorder	Target:erk5	Drug:kc706
Disease:cardiovascular_disorder	Target:mitogen-activated_protein_kinase_12	Drug:kc706
Disease:cardiovascular_disorder	Target:sapk3	Drug:kc706
Disease:cardiovascular_disorder	Target:map_kinase_p38	Drug:kc706
Disease:cardiovascular_disorder	Target:erk-6	Drug:kc706
Disease:cardiovascular_disorder	Target:mapk12	Drug:kc706
Disease:cardiovascular_disorder	Target:mitogen-activated_protein_kinase_p38_gamma	Drug:kc706
Disease:cardiovascular_disorder	Target:extracellular_signal-regulated_kinase_6	Drug:kc706
Disease:cardiovascular_disorder	Target:map_kinase_p38_gamma	Drug:kc706
Disease:cardiovascular_disorder	Target:stress-activated_protein_kinase_3	Drug:kc706
Disease:cardiovascular_disorder	Target:erk6	Drug:kc706
Disease:pneumonia_due_to_methicillin_susceptible_staphylococcus_aureu	Target:alphahemolysin	Drug:ar-301
Disease:pneumonia_due_to_methicillin_susceptible_staphylococcus_aureu	Target:alphahl	Drug:ar-301
Disease:pneumonia_due_to_methicillin_susceptible_staphylococcus_aureu	Target:hly	Drug:ar-301
Disease:pneumonia_due_to_methicillin_susceptible_staphylococcus_aureu	Target:staphylococcus_aureus_alpha_hemolysin	Drug:ar-301
Disease:pneumonia_due_to_methicillin_susceptible_staphylococcus_aureu	Target:alphatoxin	Drug:ar-301
Disease:neurodegenerative_disease	Target:p75ntr	Drug:cxb-909
Disease:neurodegenerative_disease	Target:tumor_necrosis_factor_receptor_superfamily_member_16	Drug:cxb-909
Disease:neurodegenerative_disease	Target:low-affinity_nerve_growth_factor_receptor	Drug:cxb-909
Disease:neurodegenerative_disease	Target:75kd-neurotrophin_receptor	Drug:cxb-909
Disease:neurodegenerative_disease	Target:gp80-lngfr	Drug:cxb-909
Disease:neurodegenerative_disease	Target:p75_neurotrophin_receptor_(p75(ntr))	Drug:cxb-909
Disease:neurodegenerative_disease	Target:ngf-p75_receptor	Drug:cxb-909
Disease:neurodegenerative_disease	Target:p75_icd	Drug:cxb-909
Disease:neurodegenerative_disease	Target:ngf_receptor	Drug:cxb-909
Disease:neurodegenerative_disease	Target:low_affinity_neurotrophin_receptor_p75ntr	Drug:cxb-909
Disease:irritable_bowel_syndrome	Target:acetylcholine_receptor	Drug:prifinium
Disease:irritable_bowel_syndrome	Target:5-ht3a	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:serotonin_receptor_3a	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:htr3	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:5-hydroxytryptamine_receptor_3a	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:5ht3r	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:5-ht3r	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:5-ht-3	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:serotonin-gated_ion_channel_receptor	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:htr3a	Drug:arverapamil
Disease:irritable_bowel_syndrome	Target:serotonin_receptor	Drug:sb-207266a
Disease:irritable_bowel_syndrome	Target:5-hydroxytryptamine_4_receptor	Drug:sb-207266a
Disease:irritable_bowel_syndrome	Target:5-ht-4	Drug:sb-207266a
Disease:irritable_bowel_syndrome	Target:5-ht4_receptor	Drug:sb-207266a
Disease:irritable_bowel_syndrome	Target:serotonin_receptor_4	Drug:sb-207266a
Disease:irritable_bowel_syndrome	Target:5-ht4	Drug:sb-207266a
Disease:prostate_disorder	Target:alpha_1_adrenoceptor	Drug:sl-89.0591
Disease:constipation	Target:fructose	Drug:sorbitol
Disease:papillomavirus_infection	Target:protein_e7	Drug:vgx-3100
Disease:papillomavirus_infection	Target:human_papillomavirus_e7_protein	Drug:vgx-3100
Disease:retinal_venous_occlusion	Target:p185erbb2	Drug:agn-208397
